[{'AccelX': -0.08, 'AccelY': -0.85, 'AccelZ': 9.06, 'GyroX': -3.85, 'GyroY': 3.15, 'GyroZ': 0.26, 'Temp': 27.02}]
[{'AccelX': -0.1, 'AccelY': -0.83, 'AccelZ': 9.14, 'GyroX': -1.17, 'GyroY': -0.83, 'GyroZ': -0.16, 'Temp': 26.98}]
[{'AccelX': -0.07, 'AccelY': -0.63, 'AccelZ': 8.92, 'GyroX': -0.56, 'GyroY': -1.58, 'GyroZ': -0.53, 'Temp': 27.07}]
[{'AccelX': -0.04, 'AccelY': -0.76, 'AccelZ': 9.07, 'GyroX': -0.24, 'GyroY': 1.89, 'GyroZ': -0.03, 'Temp': 27.02}]
[{'AccelX': -0.15, 'AccelY': -0.77, 'AccelZ': 9.11, 'GyroX': -0.59, 'GyroY': 1.62, 'GyroZ': 0.41, 'Temp': 27.12}]
[{'AccelX': 0.11, 'AccelY': -0.74, 'AccelZ': 9.16, 'GyroX': -0.73, 'GyroY': 2.85, 'GyroZ': 0.27, 'Temp': 26.98}]
[{'AccelX': 0.08, 'AccelY': -0.81, 'AccelZ': 9.07, 'GyroX': 0.26, 'GyroY': 4.21, 'GyroZ': -0.17, 'Temp': 26.88}]
[{'AccelX': -0.11, 'AccelY': -0.66, 'AccelZ': 8.97, 'GyroX': 0.94, 'GyroY': 5.27, 'GyroZ': -0.7, 'Temp': 27.02}]
[{'AccelX': -0.14, 'AccelY': -0.71, 'AccelZ': 9.0, 'GyroX': -0.43, 'GyroY': -0.11, 'GyroZ': -1.07, 'Temp': 27.02}]
[{'AccelX': -0.05, 'AccelY': -0.73, 'AccelZ': 9.03, 'GyroX': -0.8, 'GyroY': 0.27, 'GyroZ': -0.4, 'Temp': 26.98}]
[{'AccelX': 0.08, 'AccelY': -0.7, 'AccelZ': 8.94, 'GyroX': -1.82, 'GyroY': 2.37, 'GyroZ': -0.34, 'Temp': 26.98}]
[{'AccelX': -0.01, 'AccelY': -0.79, 'AccelZ': 9.03, 'GyroX': -2.96, 'GyroY': 2.42, 'GyroZ': -0.21, 'Temp': 27.02}]
[{'AccelX': -0.08, 'AccelY': -0.79, 'AccelZ': 9.15, 'GyroX': -2.54, 'GyroY': -0.92, 'GyroZ': -0.56, 'Temp': 26.98}]
[{'AccelX': -0.02, 'AccelY': -0.77, 'AccelZ': 9.06, 'GyroX': -3.84, 'GyroY': 0.79, 'GyroZ': -0.92, 'Temp': 27.07}]
[{'AccelX': -0.14, 'AccelY': -0.75, 'AccelZ': 9.04, 'GyroX': -1.61, 'GyroY': 3.63, 'GyroZ': -0.46, 'Temp': 26.98}]
[{'AccelX': -0.01, 'AccelY': -0.72, 'AccelZ': 8.9, 'GyroX': -1.93, 'GyroY': 4.15, 'GyroZ': -0.5, 'Temp': 27.02}]
[{'AccelX': -0.05, 'AccelY': -0.72, 'AccelZ': 9.05, 'GyroX': -2.27, 'GyroY': 4.34, 'GyroZ': 1.93, 'Temp': 27.02}]
[{'AccelX': -0.13, 'AccelY': -0.72, 'AccelZ': 9.15, 'GyroX': -1.6, 'GyroY': 4.02, 'GyroZ': 1.91, 'Temp': 26.98}]
[{'AccelX': -0.25, 'AccelY': -0.79, 'AccelZ': 9.1, 'GyroX': -1.47, 'GyroY': 1.83, 'GyroZ': 0.24, 'Temp': 26.98}]
[{'AccelX': -0.08, 'AccelY': -0.76, 'AccelZ': 9.29, 'GyroX': -1.66, 'GyroY': -1.52, 'GyroZ': -0.13, 'Temp': 27.02}]
[{'AccelX': 0.02, 'AccelY': -0.79, 'AccelZ': 9.13, 'GyroX': -1.26, 'GyroY': 0.51, 'GyroZ': -0.1, 'Temp': 27.07}]
[{'AccelX': -0.01, 'AccelY': -0.74, 'AccelZ': 9.11, 'GyroX': -1.37, 'GyroY': 1.51, 'GyroZ': -0.15, 'Temp': 26.98}]
[{'AccelX': -0.03, 'AccelY': -0.75, 'AccelZ': 9.06, 'GyroX': -1.46, 'GyroY': 1.15, 'GyroZ': -0.04, 'Temp': 27.02}]
[{'AccelX': -0.1, 'AccelY': -0.77, 'AccelZ': 9.07, 'GyroX': -2.03, 'GyroY': -0.62, 'GyroZ': -0.15, 'Temp': 26.93}]
[{'AccelX': -0.01, 'AccelY': -0.9, 'AccelZ': 9.08, 'GyroX': -1.53, 'GyroY': 2.85, 'GyroZ': -0.07, 'Temp': 27.07}]
[{'AccelX': -0.08, 'AccelY': -0.81, 'AccelZ': 9.18, 'GyroX': -1.69, 'GyroY': 0.95, 'GyroZ': 0.21, 'Temp': 26.88}]
[{'AccelX': -0.06, 'AccelY': -0.79, 'AccelZ': 9.06, 'GyroX': -1.14, 'GyroY': 2.2, 'GyroZ': -0.34, 'Temp': 27.02}]
[{'AccelX': -0.11, 'AccelY': -0.79, 'AccelZ': 9.1, 'GyroX': -1.22, 'GyroY': 0.64, 'GyroZ': -0.42, 'Temp': 27.07}]
[{'AccelX': -0.09, 'AccelY': -0.74, 'AccelZ': 9.08, 'GyroX': -1.14, 'GyroY': -0.48, 'GyroZ': -0.19, 'Temp': 27.12}]
[{'AccelX': -0.01, 'AccelY': -0.73, 'AccelZ': 9.01, 'GyroX': -1.36, 'GyroY': -0.51, 'GyroZ': -0.32, 'Temp': 27.02}]
[{'AccelX': -0.03, 'AccelY': -0.8, 'AccelZ': 8.93, 'GyroX': -1.25, 'GyroY': 2.76, 'GyroZ': 0.4, 'Temp': 27.02}]
[{'AccelX': -0.02, 'AccelY': -0.62, 'AccelZ': 9.01, 'GyroX': -1.56, 'GyroY': 2.42, 'GyroZ': 0.37, 'Temp': 26.98}]
[{'AccelX': 0.03, 'AccelY': -0.76, 'AccelZ': 9.1, 'GyroX': -1.11, 'GyroY': 2.8, 'GyroZ': -0.34, 'Temp': 27.02}]
[{'AccelX': -0.01, 'AccelY': -0.76, 'AccelZ': 9.13, 'GyroX': -1.57, 'GyroY': 3.9, 'GyroZ': -0.42, 'Temp': 27.02}]
[{'AccelX': -0.02, 'AccelY': -0.75, 'AccelZ': 9.08, 'GyroX': -1.34, 'GyroY': 1.53, 'GyroZ': -0.56, 'Temp': 27.07}]
[{'AccelX': -0.07, 'AccelY': -0.85, 'AccelZ': 9.09, 'GyroX': -1.51, 'GyroY': 0.02, 'GyroZ': -0.69, 'Temp': 26.98}]
[{'AccelX': -0.07, 'AccelY': -0.82, 'AccelZ': 8.91, 'GyroX': -1.53, 'GyroY': -2.0, 'GyroZ': -0.88, 'Temp': 26.93}]
[{'AccelX': -0.06, 'AccelY': -0.9, 'AccelZ': 8.89, 'GyroX': -1.12, 'GyroY': -0.38, 'GyroZ': -0.53, 'Temp': 27.02}]
